date_hq,demande_mw,occurrence,collecte_utc
2019-01-14T04:00:00,30051.03,1,2026-09-23T00:58:20Z
2019-01-14T05:00:00,30792.97,1,2026-09-23T00:58:20Z
2019-01-14T06:00:00,32182.1,1,2026-09-23T00:58:20Z
2019-01-14T07:00:00,34103.1,1,2026-09-23T00:58:20Z
2019-01-14T08:00:00,35416.7,1,2026-09-23T00:58:20Z
2019-01-14T09:00:00,34787.98,1,2026-09-23T00:58:20Z
2019-01-14T10:00:00,33241.5,1,2026-09-23T00:58:20Z
2019-01-14T11:00:00,31850.39,1,2026-09-23T00:58:20Z
2019-01-14T12:00:00,30858.54,1,2026-09-23T00:58:20Z
2019-01-14T13:00:00,29885.58,1,2026-09-23T00:58:20Z
2019-01-14T14:00:00,29635.23,1,2026-09-23T00:58:20Z
2019-01-14T15:00:00,29945.18,1,2026-09-23T00:58:20Z
2019-01-14T16:00:00,30961.59,1,2026-09-23T00:58:20Z
2019-01-14T17:00:00,32663.7,1,2026-09-23T00:58:20Z
2019-01-14T18:00:00,33609.77,1,2026-09-23T00:58:20Z
2019-01-14T19:00:00,33204.52,1,2026-09-23T00:58:20Z
2019-01-14T20:00:00,32672.49,1,2026-09-23T00:58:20Z
2019-01-14T21:00:00,31709.68,1,2026-09-23T00:58:20Z
2019-01-14T22:00:00,30593.51,1,2026-09-23T00:58:20Z
2019-01-14T23:00:00,29197.46,1,2026-09-23T00:58:20Z
2019-01-15T00:00:00,28121.05,1,2026-09-23T00:58:20Z
2019-01-15T01:00:00,27565.81,1,2026-09-23T00:58:20Z
2019-01-15T02:00:00,27217.89,1,2026-09-23T00:58:20Z
2019-01-15T03:00:00,27162.27,1,2026-09-23T00:58:20Z
2019-01-15T04:00:00,27171.14,1,2026-09-23T00:58:20Z
2019-01-15T05:00:00,27612.14,1,2026-09-23T00:58:20Z
2019-01-15T06:00:00,28579.99,1,2026-09-23T00:58:20Z
2019-01-15T07:00:00,30561.23,1,2026-09-23T00:58:20Z
2019-01-15T08:00:00,31666.59,1,2026-09-23T00:58:20Z
2019-01-15T09:00:00,31296.85,1,2026-09-23T00:58:20Z
2019-01-15T10:00:00,30339.43,1,2026-09-23T00:58:20Z
2019-01-15T11:00:00,29254.86,1,2026-09-23T00:58:20Z
2019-01-15T12:00:00,28725.56,1,2026-09-23T00:58:20Z
2019-01-15T13:00:00,28047.45,1,2026-09-23T00:58:20Z
2019-01-15T14:00:00,27646.99,1,2026-09-23T00:58:20Z
2019-01-15T15:00:00,27777.25,1,2026-09-23T00:58:20Z
2019-01-15T16:00:00,28525.81,1,2026-09-23T00:58:20Z
2019-01-15T17:00:00,29978.17,1,2026-09-23T00:58:20Z
2019-01-15T18:00:00,31072.11,1,2026-09-23T00:58:20Z
2019-01-15T19:00:00,30630.71,1,2026-09-23T00:58:20Z
2019-01-15T20:00:00,30254.17,1,2026-09-23T00:58:20Z
2019-01-15T21:00:00,29571.68,1,2026-09-23T00:58:20Z
2019-01-15T22:00:00,28535.29,1,2026-09-23T00:58:20Z
2019-01-15T23:00:00,27197.4,1,2026-09-23T00:58:20Z
2019-01-16T00:00:00,25993.73,1,2026-09-23T00:58:20Z
2019-01-16T01:00:00,25371.6,1,2026-09-23T00:58:20Z
2019-01-16T02:00:00,25057.08,1,2026-09-23T00:58:20Z
2019-01-16T03:00:00,24898.38,1,2026-09-23T00:58:20Z
2019-01-16T04:00:00,25040.79,1,2026-09-23T00:58:20Z
2019-01-16T05:00:00,25457,1,2026-09-23T00:58:20Z
2019-01-16T06:00:00,26429.67,1,2026-09-23T00:58:20Z
2019-01-16T07:00:00,28277.26,1,2026-09-23T00:58:20Z
2019-01-16T08:00:00,29482.42,1,2026-09-23T00:58:20Z
2019-01-16T09:00:00,29031.2,1,2026-09-23T00:58:20Z
2019-01-16T10:00:00,28451.96,1,2026-09-23T00:58:20Z
2019-01-16T11:00:00,27886.44,1,2026-09-23T00:58:20Z
